Temperature,Humidity,Measure1,Measure2,Measure3,Measure4,Measure5,Failure
62,90,1818,1,2,994,436,No
62,89,1478,3,1,635,510,No
66,90,1381,0,2,1929,1531,No
62,88,1562,2,0,251,473,No
60,83,778,0,2,944,1139,No
61,87,260,2,1,1220,1789,No
68,92,382,0,1,622,994,No
68,92,1914,1,1,684,1478,No
65,92,1296,3,1,1469,1523,No
65,81,1563,0,0,1375,964,No
64,90,855,0,1,1783,343,No
66,86,1502,3,0,579,482,No
66,83,245,0,0,887,1595,No
67,91,1625,2,2,1803,186,No
63,82,1600,1,1,1635,553,No
60,87,246,1,2,904,781,No
63,89,714,3,2,948,1349,No
66,87,1667,3,1,587,1304,No
62,81,1436,0,2,984,1248,No
66,87,1376,1,2,1628,968,No
64,84,301,0,1,1929,1626,No
68,82,1138,1,2,994,1659,No
67,89,1663,2,1,1155,970,No
63,88,1412,2,1,367,1231,No
61,81,1413,2,2,1078,1904,No
61,90,860,1,2,1940,1705,No
65,93,1857,1,0,945,1958,No
61,86,405,2,0,591,733,No
65,82,413,3,0,1903,393,No
63,93,1778,3,1,1573,1584,No
65,87,1600,2,0,762,645,No
67,81,964,2,1,749,609,No
65,84,195,3,1,370,1205,No
64,83,911,3,1,1200,398,No
63,86,1081,3,1,1309,1333,No
65,82,602,2,2,1093,443,No
62,88,356,2,0,263,595,No
66,83,1328,2,2,546,457,No
62,82,293,0,0,563,1760,No
61,87,1705,1,2,480,1117,No
61,88,725,1,0,726,1176,No
61,85,1904,2,1,1128,1123,No
65,84,784,1,2,1938,1080,No
67,83,867,0,0,913,1222,No
65,88,1576,2,2,510,1169,No
68,92,463,0,1,552,1718,No
64,84,855,1,1,1699,672,No
68,86,674,3,2,1233,1371,No
68,93,1743,1,2,1211,1853,No
66,82,1775,1,0,187,1736,No
63,85,1418,1,1,1958,735,No
60,89,776,0,0,201,1696,No
64,93,302,3,1,1178,354,No
65,90,1151,0,2,1765,496,No
65,92,794,3,2,1950,1204,No
67,83,1261,3,1,1553,1095,No
68,90,879,2,1,754,1592,No
60,91,1324,1,0,395,598,No
63,81,204,3,1,1162,1317,No
68,87,1712,2,0,222,1787,No
62,88,1026,0,2,1275,387,No
61,83,1390,1,1,1055,1608,No
65,83,1610,2,2,1048,1296,No
62,88,1262,2,2,887,300,No
66,82,1407,0,0,1157,1525,No
61,84,368,1,2,1389,512,No
63,83,707,1,2,1136,1034,No
64,89,447,2,1,1639,644,No
64,82,1376,1,2,1537,841,No
65,91,817,1,2,1542,1008,No
65,84,1737,3,1,616,1925,No
61,85,1801,0,1,230,380,No
63,81,1236,2,1,1011,773,No
60,84,472,0,0,1829,710,No
63,84,1356,1,2,435,1074,No
66,92,1678,0,0,1756,1102,No
68,90,1206,3,0,668,1405,No
60,84,501,1,2,1545,1559,No
60,82,182,1,0,1418,415,No
61,81,953,0,0,1881,874,No
67,89,1963,3,0,516,641,No
67,86,1424,1,0,997,1618,No
62,91,1810,0,1,1416,196,No
62,83,1197,2,2,1721,926,No
63,91,1093,2,0,979,857,No
65,85,1279,0,0,721,1174,No
64,92,792,0,2,304,209,No
63,93,1368,0,1,1409,1212,No
65,81,1217,0,1,362,1859,No
61,93,1529,3,2,1643,686,No
61,87,1798,2,2,1720,197,No
64,81,760,3,1,1645,1360,No
67,81,1602,0,0,1082,1717,No
61,82,506,1,2,728,1263,No
60,81,1087,2,0,942,557,No
68,86,1291,3,1,337,1010,No
65,92,1897,0,2,836,1419,No
61,89,970,3,2,683,288,No
63,87,1296,2,0,1936,380,No
61,81,392,2,1,606,1695,No
67,89,633,0,1,286,210,No
63,84,1754,1,2,1096,701,No
65,81,314,3,2,182,824,No
63,93,650,3,2,1698,188,No
66,87,1312,0,2,1684,1650,No
66,82,291,3,2,1776,486,No
63,93,637,0,2,868,1668,No
61,83,1431,2,1,1009,472,No
63,86,1475,1,0,1535,1232,No
60,84,747,3,2,1422,1188,No
63,93,1761,2,2,1590,354,No
66,91,792,1,2,1174,1187,No
61,91,181,2,2,1441,1542,No
62,81,707,1,1,221,524,No
66,88,1251,0,2,1426,1017,No
64,87,840,3,0,1624,1111,No
63,81,812,3,0,262,924,No
68,86,1917,1,1,1329,1124,No
63,84,1061,2,2,1522,533,No
65,90,1276,2,1,234,178,No
65,84,1899,0,2,781,662,No
64,89,508,0,1,1691,1503,No
61,86,1538,0,1,575,439,No
61,91,1124,3,1,1855,1363,No
64,83,864,0,0,1113,1318,No
61,89,483,2,0,1773,880,No
60,82,1747,1,1,1104,391,No
68,90,356,3,2,1067,1564,No
62,84,1526,1,2,1151,319,No
61,93,965,1,1,1615,1632,No
66,85,911,2,2,522,1481,No
62,83,640,2,2,891,1883,No
67,86,1576,1,1,224,1650,No
60,92,1949,3,2,276,1483,No
60,83,447,3,0,1446,698,No
62,87,1754,0,1,717,739,No
62,84,1480,3,0,385,917,No
65,84,1263,3,2,638,1787,No
66,88,1313,2,2,1015,549,No
63,83,529,3,0,778,540,No
62,89,401,3,2,1973,1597,No
68,88,216,1,2,696,1831,No
62,86,1710,3,0,1123,1525,No
61,86,253,2,1,1335,917,No
62,84,1197,3,1,313,910,No
64,88,167,2,0,312,1972,No
63,89,1500,2,1,1518,163,No
66,86,1176,1,1,804,714,No
62,81,771,3,0,1692,1246,No
61,91,494,2,1,333,821,No
60,92,1121,1,1,523,1537,No
61,85,687,0,0,1849,543,No
66,90,294,2,1,670,1888,No
62,91,1084,1,1,949,612,No
63,88,1410,1,1,1457,1212,No
62,81,1031,1,2,669,376,No
64,81,410,1,2,1620,1659,No
68,92,413,3,2,1324,1346,No
67,90,1675,1,1,815,1312,No
65,88,1027,2,0,1058,462,No
65,87,1975,3,2,1222,290,No
65,75,798,1,2,1074,1964,No
64,86,1462,1,2,584,295,No
66,84,397,2,0,1752,1734,No
64,92,645,2,0,897,884,No
61,93,1206,2,1,650,1187,No
66,89,1563,1,2,353,1677,No
63,93,1028,2,0,1989,554,No
61,93,437,3,2,1236,1448,No
68,82,1543,3,2,232,921,No
63,92,498,2,2,793,301,No
66,91,1841,1,0,1264,1658,No
62,92,745,2,0,1261,1032,No
64,91,651,0,1,1046,604,No
60,93,491,0,1,631,1300,No
68,81,1729,1,1,1985,1354,No
67,85,1742,3,2,324,1031,No
60,85,1110,2,0,1385,387,No
65,90,415,1,2,954,759,No
60,83,468,0,0,543,1464,No
68,88,1238,0,2,551,1867,No
62,81,784,2,2,886,1645,Yes
66,90,854,0,1,528,1373,No
60,84,585,2,1,1909,956,No
66,82,1243,1,2,590,1520,No
66,91,1581,2,1,645,1815,No
67,91,1415,0,1,1276,294,No
60,92,302,1,1,231,956,No
64,81,284,3,2,873,418,No
61,89,807,0,1,1116,1282,No
67,91,615,3,2,620,587,No
62,86,1463,1,0,1873,848,No
60,86,1292,1,1,1035,1677,No
66,88,1955,2,2,1342,1494,No
63,93,1696,0,2,973,690,No
65,89,1207,2,0,1079,1730,No
66,92,976,1,1,1031,346,No
67,88,818,3,1,794,466,No
67,84,1831,1,2,926,1740,No
63,81,2010,3,2,355,1016,No
66,89,1231,0,2,1584,253,No
64,89,545,1,1,1450,332,No
62,86,1086,3,2,1410,944,No
67,89,1179,3,1,950,1136,No
61,88,1139,1,0,1987,954,No
65,91,724,3,0,272,507,No
64,90,472,1,1,679,527,No
61,90,614,3,1,1429,1179,No
63,86,738,1,1,1419,1701,No
62,91,1184,1,2,229,1618,No
62,85,1050,1,1,1113,1015,No
63,86,1343,1,0,946,1016,No
66,87,1177,3,2,507,1778,No
61,83,509,1,1,482,1509,No
63,92,1648,3,2,1052,187,No
62,82,1441,2,2,455,1402,No
65,83,330,2,0,1814,1870,No
60,89,1304,2,0,1840,1931,No
68,82,203,2,2,1103,735,No
68,91,1271,0,2,214,202,No
61,92,1312,1,2,1868,1689,No
65,82,338,3,2,1146,1086,No
65,93,1075,3,1,1897,234,No
68,85,1245,0,1,1146,470,No
64,92,1033,0,1,965,1214,No
61,84,1842,3,0,1350,573,No
66,90,1565,2,1,1761,237,No
61,88,1895,3,2,1587,1079,No
60,93,905,0,1,443,1058,No
63,81,1955,2,0,1337,283,No
61,84,620,0,0,1865,765,No
63,87,755,3,0,1489,645,No
60,90,1037,0,2,161,371,No
65,90,533,0,2,1726,498,No
64,84,1294,3,0,1563,1938,No
67,86,1182,1,0,1619,492,No
60,86,1874,2,1,1514,1652,No
66,93,1187,3,1,628,493,No
66,89,1464,1,1,1345,1905,No
61,89,1381,1,0,1675,1376,No
62,90,1953,3,0,1956,723,No
68,81,745,3,0,1296,926,No
66,85,432,1,2,1564,307,No
66,90,1746,1,1,670,797,No
64,92,1891,3,1,1695,2008,No
65,81,1778,2,0,299,799,No
62,89,1402,2,0,446,1079,No
64,87,1730,3,1,1407,1906,No
66,83,1757,2,1,1909,1910,No
62,87,1527,2,0,391,697,No
68,86,1844,3,2,228,355,No
68,84,228,3,1,1773,1117,No
62,91,1816,2,0,1112,1859,No
65,81,778,2,1,1914,1726,No
60,83,1381,3,2,1095,1774,No
63,89,1825,3,1,1159,1583,No
65,86,778,0,1,652,318,No
61,87,1822,0,0,1255,1459,No
67,89,1100,2,0,1284,1084,No
63,89,1967,1,1,845,971,No
66,89,1003,3,1,452,545,No
62,91,1027,0,1,192,248,No
67,82,1910,2,0,1487,1929,No
62,84,1694,2,1,756,798,No
66,89,713,0,2,208,1638,No
68,86,1539,3,2,1661,316,No
60,90,1341,3,1,369,1298,No
66,91,1731,3,1,443,1581,No
60,92,1881,1,1,734,877,No
61,81,1567,2,1,1726,1807,No
64,86,1545,3,2,1340,348,No
63,90,1235,1,1,419,641,No
66,93,2009,2,0,1017,211,No
65,90,1204,2,1,1213,1978,No
61,83,1732,2,2,1964,1473,No
60,84,1641,1,1,1656,668,No
67,92,1045,2,1,1004,1010,No
66,83,787,0,2,1270,1132,No
66,84,1089,2,2,361,1233,No
62,86,378,3,0,1899,905,No
68,87,916,2,2,665,413,No
68,92,1413,2,1,314,265,No
62,90,1797,0,1,1302,464,No
66,92,439,1,2,1134,836,No
60,84,1168,2,2,772,919,No
66,92,407,2,1,167,1194,No
60,92,2008,3,1,1407,1868,No
66,87,1945,3,0,1006,230,No
65,91,268,0,2,1883,223,No
63,89,946,0,0,1499,1409,No
64,93,1016,0,1,380,194,No
61,87,219,2,2,657,172,No
65,87,410,2,2,374,1911,No
65,90,1500,1,1,200,1701,No
66,88,572,0,2,672,512,No
67,86,1070,0,1,1674,639,No
63,91,1686,0,0,941,1492,No
68,83,2004,0,1,1637,1383,No
65,82,906,1,0,1056,1435,No
68,93,426,2,1,539,437,No
65,87,583,3,1,482,1857,No
60,81,246,0,1,704,514,No
60,91,454,0,2,362,419,No
64,87,388,2,0,768,1741,No
64,85,1541,2,2,926,1900,No
66,86,595,3,1,1543,1453,No
65,85,331,0,0,808,1790,No
60,90,1088,1,1,452,985,No
63,85,1460,2,0,1305,1982,No
60,81,892,2,1,1356,160,No
68,83,934,0,1,324,872,No
67,91,1614,1,0,692,1389,No
63,88,2005,3,1,1709,341,No
61,93,769,3,2,344,1660,No
67,86,1619,1,2,996,552,No
61,85,836,3,2,839,1819,No
65,92,1770,0,0,1417,193,No
65,84,1556,0,0,729,1382,No
66,82,935,3,2,1020,1623,No
67,88,581,0,1,171,224,No
60,88,1135,2,0,1977,895,No
66,85,528,3,0,1545,848,No
67,93,671,0,1,264,1722,No
60,90,1101,1,2,726,1280,No
61,87,933,2,2,531,1142,No
61,90,1868,2,2,1545,521,No
60,83,183,0,2,419,1468,No
63,81,1781,3,0,1082,1124,No
67,91,1478,3,0,1510,649,No
67,92,1258,0,0,471,1217,No
60,92,431,2,0,548,1098,No
60,83,1756,1,2,703,302,No
68,93,1049,2,1,718,827,No
65,85,1594,0,0,453,597,No
63,88,298,2,0,1990,725,No
67,86,1147,1,1,1357,658,No
66,88,1134,3,1,1485,809,No
65,88,1880,2,0,1579,1180,No
60,89,1918,2,2,1736,938,No
67,90,962,0,2,1886,1559,No
65,86,1317,1,0,1751,1814,No
64,91,772,0,1,836,1375,No
66,92,379,3,2,1062,1106,No
67,86,1342,2,2,629,874,No
60,84,1393,2,0,572,1593,No
66,87,1711,3,1,1331,702,No
67,91,259,3,1,339,1310,No
63,83,552,2,2,1851,308,No
65,90,1469,1,1,2010,1069,No
64,82,452,3,2,506,1380,No
65,90,1513,2,1,889,510,No
66,88,1152,0,0,1726,467,No
64,86,880,3,0,1436,1078,No
62,88,1417,3,0,1862,1601,No
66,90,404,1,0,1101,1429,No
63,87,1330,3,2,1678,1257,No
62,81,617,0,1,1415,1224,No
66,84,1362,0,1,271,345,No
61,90,640,2,2,1705,354,No
67,83,1672,2,1,1069,1721,No
64,91,211,1,0,570,608,No
63,85,1619,3,0,776,1301,No
61,86,743,2,0,1955,1389,No
60,88,1054,1,1,1259,1170,No
67,92,1776,3,0,1315,1243,No
66,83,1481,3,2,400,771,No
66,91,1836,1,0,1219,1903,No
67,83,1907,2,2,1785,661,No
67,85,1627,3,2,1403,1071,No
64,87,367,1,1,523,522,No
64,89,1736,1,0,1434,1618,No
67,93,885,3,1,1392,1810,No
62,84,1784,0,1,1395,402,No
61,88,1708,3,0,1487,1473,No
67,91,435,3,0,196,497,No
68,81,375,1,2,1397,961,No
62,90,1603,0,1,185,489,No
68,90,1377,2,0,1884,711,No
68,89,561,2,2,1735,1071,No
61,89,1930,1,1,1527,1142,No
66,93,1675,2,0,611,855,No
65,91,1743,2,1,308,1310,No
65,85,1818,2,0,1410,910,No
66,86,1081,2,0,1410,643,No
60,86,963,0,1,1098,1127,No
68,83,639,3,0,1926,436,No
60,83,1240,1,0,1822,705,No
62,81,1204,3,0,1824,900,No
61,83,684,1,2,600,580,No
63,83,1928,0,2,1452,1634,No
61,92,379,3,1,312,1470,No
60,86,1715,1,1,1730,1248,No
68,87,1063,0,2,1182,253,No
63,91,1545,2,1,257,257,No
66,88,1513,2,0,812,1837,No
62,89,1357,2,2,585,1980,No
62,86,696,2,0,420,822,No
61,86,1173,3,1,479,1733,No
64,82,314,2,1,339,640,No
63,88,1160,0,2,1295,174,No
60,86,1543,1,1,1935,624,No
64,91,1741,1,1,381,1575,No
62,81,1321,2,0,1312,1837,No
61,89,956,2,2,845,1578,No
67,86,723,1,0,1460,770,No
60,89,847,2,1,174,944,No
60,81,1015,2,2,984,1470,No
61,92,1437,1,1,1394,970,No
63,82,1895,3,0,933,425,No
60,82,414,2,1,1348,1122,No
68,83,1968,1,0,1943,1388,No
63,91,328,2,2,844,890,No
61,93,940,3,0,377,1316,No
63,91,2007,1,2,1211,588,No
68,82,1862,0,0,788,1878,No
68,85,1801,2,0,1500,1716,No
68,89,1119,1,1,241,607,No
64,93,390,1,0,666,921,No
63,87,1216,2,0,539,1677,No
67,93,1161,0,0,1879,818,No
65,91,633,1,0,1708,880,No
60,82,1374,2,1,1937,285,No
67,83,1885,1,1,1085,904,No
65,85,360,1,0,1405,217,No
60,84,1598,0,2,1537,231,No
68,92,561,3,2,357,503,No
67,85,207,2,0,1920,1633,No
67,83,939,2,1,369,1875,No
60,93,994,2,2,430,810,No
60,83,542,2,0,654,1889,No
63,92,1951,0,0,1180,1330,No
65,91,1756,1,0,508,1122,No
67,83,541,2,1,880,1596,No
63,87,352,3,2,1353,1283,No
63,88,559,2,1,1967,2001,No
68,86,982,2,1,443,921,No
62,82,1231,3,2,1495,314,No
67,82,559,0,1,499,1312,No
66,81,822,3,0,751,1881,No
65,81,1196,3,1,1397,1065,No
67,87,1541,2,2,1998,207,No
61,87,373,2,2,741,564,No
64,89,1593,3,0,1683,709,No
65,89,1829,1,0,1260,1208,No
68,82,1204,3,2,249,926,No
68,91,637,1,0,996,900,No
64,88,967,1,0,1391,1479,No
65,87,713,0,1,1786,1670,No
62,87,280,1,0,725,774,No
63,88,682,0,1,1571,663,No
65,83,268,1,1,1432,1537,No
60,82,596,3,2,813,1973,No
63,82,490,2,0,968,1452,No
68,87,1764,1,2,463,466,No
65,83,1141,2,0,443,1180,No
64,85,1263,3,0,484,964,No
62,83,1916,2,0,1708,179,No
60,90,1466,2,1,1119,1640,No
63,122,441,3,0,730,1834,No
60,92,837,1,1,2007,1861,No
60,84,405,1,2,404,1781,No
65,91,335,0,0,229,976,No
64,88,741,2,0,1973,2004,No
61,85,1779,1,1,1969,1368,No
66,83,287,2,1,1524,739,No
65,89,740,1,1,1010,1703,No
62,81,1616,2,1,1524,985,No
66,90,916,2,0,405,706,No
61,82,1930,2,2,1410,1002,No
68,85,1551,2,2,1424,531,No
64,87,575,2,0,1056,465,No
67,88,1048,1,1,860,955,No
68,90,1911,2,2,806,1272,No
61,93,874,2,1,620,688,No
63,87,2006,1,2,950,1728,No
62,83,1730,2,2,1100,1546,No
65,82,1060,0,2,1730,1204,No
65,83,1205,0,1,779,1444,No
61,92,914,1,0,1012,1348,No
61,90,1719,2,1,847,495,No
64,83,1383,2,0,1160,1513,No
66,89,1117,1,1,940,1214,No
63,84,836,3,2,902,875,No
61,85,1138,0,2,480,284,No
66,91,851,0,0,1006,1265,No
60,82,719,3,2,1797,1787,No
63,83,845,1,1,1254,1367,No
65,86,462,0,1,1070,1379,No
60,91,1505,1,2,1233,419,No
65,88,374,0,1,453,1184,No
63,84,337,2,0,1192,516,No
60,84,1975,3,2,385,405,No
60,93,407,0,2,200,1756,No
67,81,276,1,2,614,1919,No
68,85,1827,3,0,749,1516,No
63,83,541,3,0,1682,1758,No
68,88,680,2,2,357,544,No
65,83,1268,2,0,1377,1441,No
66,82,530,3,0,301,424,No
66,87,958,1,2,1397,1274,No
65,86,530,2,0,1622,1407,No
65,83,1596,1,1,931,1445,No
65,87,317,0,0,348,886,No
68,90,1523,3,0,1279,289,No
65,85,1039,3,2,1997,158,No
62,93,1361,2,1,950,371,No
66,85,186,3,2,1511,832,No
66,89,1066,2,0,1357,1890,No
63,84,928,2,1,572,1605,No
62,90,599,2,1,311,1555,No
64,86,259,1,2,705,1458,No
68,88,778,3,2,1555,1663,No
66,93,1424,1,1,823,1578,No
66,93,325,0,2,1729,1711,No
60,88,888,1,0,244,552,No
65,86,1150,2,2,1302,1177,No
61,91,1894,2,2,1714,239,No
60,83,1099,1,2,1008,1029,No
68,93,700,2,1,685,939,No
63,81,1087,1,0,468,804,No
67,82,1324,2,0,528,1329,No
67,81,163,0,2,1467,1864,No
63,88,1226,1,0,1832,2003,No
61,83,685,0,0,1767,1785,No
60,82,1710,0,0,1901,514,No
60,89,1567,1,1,188,1590,No
66,92,662,3,0,1977,913,No
65,92,1811,2,0,1762,530,No
72,83,460,0,2,1135,247,No
67,89,1817,2,2,1675,1070,No
64,93,1522,2,0,778,1757,No
65,81,194,2,2,1880,461,No
64,92,1925,0,0,1379,1754,No
67,88,426,0,0,362,939,No
61,86,751,3,1,1362,959,No
68,89,549,3,0,1041,1661,No
65,88,444,1,1,1854,255,No
63,86,1024,2,2,924,1634,No
60,93,239,2,1,1543,931,No
68,89,1525,3,0,1330,1324,No
64,82,1984,0,1,1049,1723,No
60,89,1821,0,2,972,979,No
66,91,174,3,1,890,402,No
67,90,1603,3,1,1998,994,No
60,87,1187,0,1,164,1488,No
65,93,902,1,2,1332,219,No
66,85,1713,2,2,267,1757,No
73,72,1745,3,0,341,1709,Yes
72,75,1789,1,1,1167,1834,Yes
69,71,920,2,1,946,1546,Yes
74,69,876,0,0,273,1471,Yes
71,72,1268,2,0,466,1291,Yes
72,73,833,2,1,429,834,Yes
73,74,1865,0,1,1226,695,Yes
61,88,376,2,1,1957,643,No
62,89,1983,2,0,1064,1454,No
60,83,1427,3,0,1072,213,No
67,91,1318,3,1,1618,578,No
66,89,1189,2,2,597,2008,No
66,83,1525,0,2,1422,1173,No
67,91,1268,2,2,480,1711,No
64,93,1464,2,0,1019,797,No
64,85,1908,1,0,1385,1152,No
66,91,1460,1,2,1378,1736,No
60,90,1185,0,1,1771,990,No
68,85,1797,3,0,1304,504,No
62,91,163,0,2,1455,568,No
63,87,1248,1,1,965,510,No
67,85,1045,0,2,1256,592,No
62,81,1621,3,0,611,1126,No
60,88,1328,0,1,1222,220,No
62,88,854,3,0,2001,1057,No
63,90,1539,0,2,1461,1538,No
64,92,344,2,0,847,490,No
63,85,1403,2,0,969,563,No
65,87,239,2,1,1362,1752,No
68,88,1285,1,2,367,242,No
68,87,1929,2,1,1856,190,No
60,81,1223,2,1,1106,808,No
67,89,1686,1,1,202,1725,No
67,83,1237,3,0,1478,659,No
66,83,1102,3,0,704,1100,No
68,93,605,0,0,1604,1355,No
66,93,1722,3,2,1319,1717,No
64,86,1621,2,2,1393,176,No
63,83,1560,3,2,1866,601,No
64,82,1844,3,1,782,624,No
68,90,183,0,2,846,819,No
60,93,1286,2,2,1623,161,No
62,81,1419,3,2,254,1963,No
60,89,1036,0,1,1316,245,No
62,81,811,0,0,232,1585,No
64,90,677,3,0,1511,1999,No
68,91,854,0,2,659,2006,No
60,83,963,0,0,1360,1077,No
60,85,1576,3,2,1269,1841,No
62,89,1476,2,2,528,1745,No
68,83,1197,1,1,1936,197,No
67,90,432,2,1,1073,1162,No
61,83,864,2,1,857,1552,No
60,89,1692,3,1,661,630,No
65,83,959,0,2,1343,1804,No
68,86,167,1,0,1548,402,No
60,86,161,3,2,592,360,No
66,81,208,0,2,765,361,No
61,91,1819,2,2,740,322,No
60,81,1140,1,0,683,1715,No
61,90,897,1,2,1941,557,No
66,85,1803,1,1,889,1110,No
68,87,863,3,1,1078,743,No
60,85,1720,1,0,588,309,No
61,81,571,1,2,1850,1230,No
61,85,793,2,2,1013,831,No
63,92,1001,1,0,1040,167,No
65,82,1487,3,1,1578,1993,No
67,82,1064,0,2,704,1325,No
65,83,1312,1,1,1617,516,No
61,88,1793,3,2,1813,1783,No
68,92,1897,3,0,1830,816,No
64,92,254,2,0,918,1507,No
65,88,1541,3,1,763,1447,No
66,85,1470,0,1,224,1832,No
62,93,850,0,1,246,1902,No
60,92,963,0,0,830,787,No
66,85,447,3,2,956,317,No
67,83,1995,2,1,863,1482,No
62,81,365,3,2,552,1310,No
66,82,692,3,1,1528,1549,No
60,87,1421,3,2,1031,1024,No
61,87,238,0,1,1277,1909,No
66,93,740,0,2,1876,1919,No
65,84,846,3,2,1198,1442,No
66,82,1235,1,0,1674,616,No
62,91,914,0,1,403,532,No
63,82,2004,0,2,717,1354,No
61,83,442,2,1,1160,1845,No
65,92,694,1,0,1324,1473,No
62,86,1683,1,1,747,179,No
62,83,1076,3,1,1592,1090,No
65,93,367,1,1,1212,555,No
65,92,617,0,2,1199,656,No
61,93,1191,1,0,1592,589,No
61,89,914,2,0,1652,671,No
64,86,838,2,2,239,589,No
65,81,902,0,2,737,1977,No
62,90,634,2,0,278,1785,No
68,91,1269,0,0,1954,1241,No
61,87,1970,3,2,591,1753,No
60,83,436,0,2,1997,1143,No
60,83,404,3,2,1810,528,No
64,89,861,0,0,416,1067,No
63,85,923,2,1,350,506,No
68,89,1009,2,1,1857,640,No
65,81,1566,3,0,1432,1869,No
61,88,1995,3,0,1065,1720,No
68,88,450,2,0,1943,1575,No
64,93,392,3,0,420,235,No
68,87,1692,1,2,540,1133,No
61,88,1372,0,1,214,1065,No
61,82,173,2,0,1104,1086,No
62,92,820,0,0,1722,1257,No
67,88,232,0,1,672,890,No
61,83,346,3,2,1729,636,No
62,90,1651,0,2,897,1650,No
61,85,814,0,2,1643,245,No
63,93,1801,0,1,1591,1314,No
64,84,409,2,2,729,1562,No
62,84,1396,0,0,621,1831,No
65,86,693,1,2,1150,877,No
62,92,590,1,0,1878,1698,No
64,84,1534,0,1,751,1134,No
67,81,1453,1,2,1849,1616,No
61,84,286,3,0,1186,1261,No
63,88,636,0,2,492,1561,No
62,82,1076,0,2,1207,846,No
62,84,859,2,1,808,1302,No
60,83,1871,1,2,1268,1339,No
61,86,1197,2,2,406,470,No
65,83,1015,2,0,1055,396,No
67,89,507,3,2,1720,569,No
64,87,264,2,2,424,1619,No
63,81,220,3,1,1238,374,No
65,84,1568,0,2,164,585,No
63,87,1539,2,2,1626,261,No
61,82,1436,1,0,1491,191,No
61,89,1519,1,2,1946,321,No
65,85,515,2,1,1284,1278,No
60,83,878,0,0,1385,1492,No
64,82,1818,2,1,1085,264,No
68,84,606,3,1,403,1219,No
66,84,1905,2,2,1576,294,No
66,87,1318,2,0,729,1859,No
68,93,830,3,2,1044,626,No
60,85,1181,1,2,1548,1694,No
65,81,1306,0,2,602,1838,No
61,82,309,2,0,1889,246,No
67,88,670,3,0,1460,592,No
67,90,1977,1,0,1417,1307,No
65,83,1992,0,0,658,1652,No
67,81,314,1,2,1205,1620,No
65,84,1132,2,0,1050,1411,No
65,91,1090,1,1,1939,1522,No
67,87,1209,2,2,315,858,No
64,87,704,3,2,1108,1327,No
66,81,1793,3,2,237,812,No
60,83,1044,2,0,1180,297,No
65,86,289,1,2,542,1258,No
68,86,735,1,0,1485,207,No
64,85,1605,2,2,1068,528,No
64,86,1081,1,0,758,694,No
63,93,1626,0,1,423,1180,No
64,84,1325,0,1,1192,1824,No
64,82,1850,2,1,1485,491,No
68,81,1766,1,2,749,1944,No
64,86,458,1,2,1781,506,No
60,89,1045,0,0,305,1633,No
61,85,1596,3,1,858,885,No
66,88,1584,2,0,909,978,No
65,87,441,2,0,294,1282,No
60,89,912,0,0,1492,1367,No
67,88,1364,2,1,275,1550,No
65,88,1004,1,0,1378,1197,No
66,92,1603,3,2,1483,279,No
60,86,650,0,2,944,356,No
62,86,1227,3,1,366,475,No
66,82,1398,1,0,1566,1472,No
64,92,748,1,0,1778,1271,No
62,91,1281,2,2,1531,588,No
67,86,587,3,0,550,662,No
62,90,964,0,1,1673,492,No
60,86,1498,1,0,519,1030,No
61,82,1609,0,2,1472,378,No
62,87,1245,1,1,522,207,No
64,88,1836,0,2,1497,1212,No
62,82,483,0,1,260,481,No
68,90,966,3,1,185,156,No
68,84,214,3,2,1398,1381,No
63,91,434,3,0,1125,176,No
64,92,198,0,0,1793,781,No
63,90,769,0,1,155,685,No
63,83,1356,0,2,1044,712,No
61,90,882,2,1,667,1315,No
67,88,1182,0,2,1211,1611,No
67,89,211,3,2,998,936,No
60,90,925,2,1,610,1387,No
66,84,998,3,0,1085,1328,No
67,83,581,3,2,419,734,No
68,85,1117,0,0,956,1079,No
64,93,718,1,2,1783,1017,No
66,84,1865,3,1,1410,332,No
67,89,852,0,2,930,1778,No
62,93,264,2,1,535,1019,No
68,83,1917,2,0,629,388,No
64,86,873,3,1,1171,212,No
68,93,1783,2,0,1329,1734,No
62,89,999,1,1,1875,1713,No
68,87,595,3,1,156,855,No
62,84,1220,1,0,823,1921,No
68,92,1026,0,0,665,274,No
62,89,1200,3,1,903,197,No
68,86,318,0,2,1669,973,No
60,90,2001,2,1,1017,307,No
68,82,1697,1,0,1897,362,No
63,92,333,3,0,529,548,No
68,83,1215,2,0,620,1860,No
65,83,712,1,2,1382,665,No
67,89,461,3,1,1032,1562,No
62,83,1369,3,2,1679,1014,No
63,87,1542,0,2,753,994,No
67,84,307,3,1,1819,813,No
65,81,1446,1,1,1742,1390,No
63,83,245,0,2,554,586,No
67,83,1855,2,2,371,1883,No
63,88,1651,3,0,727,723,No
62,81,1797,3,0,664,639,No
60,83,1694,3,1,1025,981,No
61,88,622,3,2,737,1747,No
65,90,823,2,2,966,1329,No
62,85,1291,2,1,715,517,No
66,83,1202,1,0,582,1007,No
60,93,738,3,0,264,1320,No
67,93,1731,1,0,1723,1984,No
65,92,319,1,2,559,1822,No
60,92,247,0,2,657,1990,No
68,91,1845,2,1,491,786,No
60,90,1455,1,1,1832,1442,No
62,89,654,3,0,431,1843,No
68,83,1098,3,2,539,1061,No
60,83,1204,0,1,1401,1226,No
64,87,587,2,0,750,607,No
64,88,378,0,2,1224,359,No
